@relation TimeBasedFeatures-15s-TOR-NonTOR-85.arff

@attribute total_fiat numeric
@attribute total_biat numeric
@attribute min_fiat numeric
@attribute min_biat numeric
@attribute class1 {TOR,NONTOR}

@data
10040906,10040048,10040906,10040048,NONTOR
52,35,32145,65118,NONTOR
959333,956887,961266,962848,NONTOR
10038927,10038961,10038927,10038961,NONTOR
10038896,10039717,10038896,10039717,NONTOR
27,10,24171,40057,NONTOR
959277,958659,961899,962580,NONTOR
42,10,37998,41067,NONTOR
959449,958669,961596,962260,NONTOR
10039671,10038401,10039671,10038401,NONTOR
10038837,10038587,10038837,10038587,NONTOR
959457,958201,961401,962463,NONTOR
10038457,10038308,10038457,10038308,NONTOR
10037994,10038061,10037994,10038061,NONTOR
959612,958839,961699,962714,NONTOR
10039422,10039229,10039422,10039229,NONTOR
21,11,32834,57859,NONTOR
10038548,10038495,10038548,10038495,NONTOR
10039076,10039125,10039076,10039125,NONTOR
10,9,55899,49438,NONTOR
959179,958556,965487,965569,NONTOR
10037987,10038117,10037987,10038117,NONTOR
14,11,45955,41423,NONTOR
10038761,10038674,10038761,10038674,NONTOR
10,12,37520,39067,NONTOR
10038014,10037785,10038014,10037785,NONTOR
959445,958889,976654,976122,NONTOR
10038415,10039333,10038415,10039333,NONTOR
30,11,38897,43541,NONTOR
959437,958785,960896,960869,NONTOR
9,7,52010,45293,NONTOR
10038757,10038504,10038757,10038504,NONTOR
959708,959188,961631,961772,NONTOR
34,19,34456,43641,NONTOR
10039335,10039212,10039335,10039212,NONTOR
10038967,10038953,10038967,10038953,NONTOR
959507,959530,961551,961319,NONTOR
13,11,24665,41820,NONTOR
959276,958957,962189,962317,NONTOR
35,20,24759,48601,NONTOR
959718,959297,961515,961379,NONTOR
156,16,24428,44118,NONTOR
10039735,10039507,10039735,10039507,NONTOR
10038896,10038928,10038896,10038928,NONTOR
959645,958678,960774,961944,NONTOR
41,9,26886,36183,NONTOR
10039184,10038471,10039184,10038471,NONTOR
10039525,10038896,10039525,10038896,NONTOR
47,15,24907,41026,NONTOR
959193,958590,961324,961419,NONTOR
10038584,10038496,10038584,10038496,NONTOR
10039369,10039126,10039369,10039126,NONTOR
35,14,24004,40098,NONTOR
959628,959014,961648,962569,NONTOR
51,27,24214,53193,NONTOR
10038490,10038489,10038490,10038489,NONTOR
10039015,10039123,10039015,10039123,NONTOR
959214,954425,960481,966683,NONTOR
39,34,24288,44892,NONTOR
10038742,10038960,10038742,10038960,NONTOR
959470,956557,961266,963596,NONTOR
10039606,10039698,10039606,10039698,NONTOR
10039419,10039436,10039419,10039436,NONTOR
52,27,24220,38264,NONTOR
959460,958965,961320,961496,NONTOR
45,12,24041,39541,NONTOR
10039805,10039646,10039805,10039646,NONTOR
959229,958204,961798,1922685,NONTOR
10039103,10039059,10039103,10039059,NONTOR
959488,958962,961282,961320,NONTOR
56,25,24123,39928,NONTOR
959654,959016,961189,961224,NONTOR
10039175,10039284,10039175,10039284,NONTOR
10039772,10039769,10039772,10039769,NONTOR
36,21,24601,40139,NONTOR
41,15,24731,41811,NONTOR
10039853,10038850,10039853,10038850,NONTOR
10038889,10038952,10038889,10038952,NONTOR
37,26,34311,40549,NONTOR
10038991,10038982,10038991,10038982,NONTOR
10039463,10039524,10039463,10039524,NONTOR
959239,957239,961657,1915394,NONTOR
38,9,24125,33042,NONTOR
10039219,10039593,10039219,10039593,NONTOR
959441,958664,960666,961082,NONTOR
959246,959064,960804,960490,NONTOR
40,27,27867,46515,NONTOR
10040067,10039373,10040067,10039373,NONTOR
10039349,10039283,10039349,10039283,NONTOR
959373,958810,960910,961053,NONTOR
10039348,10040027,10039348,10040027,NONTOR
10039428,10039451,10039428,10039451,NONTOR
959202,956298,961800,965012,NONTOR
42,13,25306,40319,NONTOR
10038994,10039022,10038994,10039022,NONTOR
10040448,10039930,10040448,10039930,NONTOR
959688,957694,961740,964802,NONTOR
959420,955240,961151,963767,NONTOR
26,41,25766,41252,NONTOR
10038492,10038546,10038492,10038546,NONTOR
10039145,10038934,10039145,10038934,NONTOR
959222,958953,961291,961735,NONTOR
39,32,24843,40815,NONTOR
10039637,10038844,10039637,10038844,NONTOR
10038636,10039114,10038636,10039114,NONTOR
959727,956364,961457,964359,NONTOR
18,6,26817,42520,NONTOR
10040300,10038814,10040300,10038814,NONTOR
10039911,10039138,10039911,10039138,NONTOR
19,9,37407,42322,NONTOR
51,13,39462,41491,NONTOR
10037940,10037843,10037940,10037843,NONTOR
10039381,10039332,10039381,10039332,NONTOR
811,21,34629,41153,NONTOR
959757,958797,960964,961761,NONTOR
10039334,10039886,10039334,10039886,NONTOR
10039164,10039170,10039164,10039170,NONTOR
35,43,23536,56474,NONTOR
959505,958773,961188,961513,NONTOR
10039097,10039173,10039097,10039173,NONTOR
10039687,10039824,10039687,10039824,NONTOR
26,23,23598,44971,NONTOR
37,34,23382,46935,NONTOR
959521,953616,961010,1920115,NONTOR
10038477,10038847,10038477,10038847,NONTOR
10038305,10038441,10038305,10038441,NONTOR
42,15,35182,50298,NONTOR
10039152,10039036,10039152,10039036,NONTOR
10039102,10039133,10039102,10039133,NONTOR
54,17,23963,40538,NONTOR
959564,959197,961997,1920967,NONTOR
10040025,10039713,10040025,10039713,NONTOR
10039581,10039473,10039581,10039473,NONTOR
21,29,23555,40240,NONTOR
42,16,23596,66760,NONTOR
10040526,10039772,10040526,10039772,NONTOR
10038984,10039070,10038984,10039070,NONTOR
959294,958067,961158,962138,NONTOR
39,12,52922,41522,NONTOR
959179,957905,961507,964142,NONTOR
10038601,10038480,10038601,10038480,NONTOR
10040328,10039079,10040328,10039079,NONTOR
12,11,51906,66662,NONTOR
959658,951303,962007,968907,NONTOR
10039414,10039388,10039414,10039388,NONTOR
16,20,37067,42414,NONTOR
959341,958916,961554,961439,NONTOR
52,12,40965,45670,NONTOR
10039142,10038957,10039142,10038957,NONTOR
10039638,10038737,10039638,10038737,NONTOR
959597,958373,961423,962070,NONTOR
959478,959007,961283,961563,NONTOR
10039003,10039645,10039003,10039645,NONTOR
10039880,10039035,10039880,10039035,NONTOR
31,14,40501,44042,NONTOR
959453,956050,961135,964518,NONTOR
10039636,10039438,10039636,10039438,NONTOR
40,11,35785,39185,NONTOR
959459,959414,967047,967109,NONTOR
57,12,41788,45775,NONTOR
10038956,10039016,10038956,10039016,NONTOR
10038186,10038687,10038186,10038687,NONTOR
959515,958897,961660,962297,NONTOR
43,15,37665,40185,NONTOR
959513,959065,965793,966327,NONTOR
10038562,10038467,10038562,10038467,NONTOR
959542,958480,961650,962756,NONTOR
10039190,10038452,10039190,10038452,NONTOR
10038991,10038915,10038991,10038915,NONTOR
8,9,37872,39949,NONTOR
959591,958469,961618,961966,NONTOR
35,14,35823,38993,NONTOR
10039683,10039691,10039683,10039691,NONTOR
10038790,10039019,10038790,10039019,NONTOR
959368,959002,961104,961201,NONTOR
13,8,50151,42919,NONTOR
959622,957551,961532,963319,NONTOR
10039370,10039082,10039370,10039082,NONTOR
11,10,30921,47472,NONTOR
959663,959552,960937,961340,NONTOR
10037982,10038005,10037982,10038005,NONTOR
10039267,10039367,10039267,10039367,NONTOR
57,25,27018,40329,NONTOR
959500,958091,960605,961721,NONTOR
214,11,34635,44627,NONTOR
10038511,10038448,10038511,10038448,NONTOR
959483,959104,961152,961883,NONTOR
19,16,41551,40820,NONTOR
10039579,10039613,10039579,10039613,NONTOR
10038990,10038829,10038990,10038829,NONTOR
959455,958102,961177,962657,NONTOR
10039587,10039704,10039587,10039704,NONTOR
10038900,10039015,10038900,10039015,NONTOR
27,8,36214,41196,NONTOR
959590,959333,961465,961677,NONTOR
99,10,26676,42145,NONTOR
10039017,10039095,10039017,10039095,NONTOR
959178,958496,961159,961549,NONTOR
36,7,27794,49373,NONTOR
10039380,10039234,10039380,10039234,NONTOR
10039355,10039907,10039355,10039907,NONTOR
959605,956035,961761,964060,NONTOR
959776,959084,960527,961515,NONTOR
10039580,10039333,10039580,10039333,NONTOR
21,16,33728,50869,NONTOR
959336,958903,961723,1920920,NONTOR
228,11,38725,42164,NONTOR
10038857,10038472,10038857,10038472,NONTOR
10039088,10039267,10039088,10039267,NONTOR
959498,958971,960900,961320,NONTOR
28,12,25779,35046,NONTOR
10037970,10038035,10037970,10038035,NONTOR
10040420,10039935,10040420,10039935,NONTOR
959194,958115,961437,961208,NONTOR
19,9,25174,40070,NONTOR
959596,959402,961931,961523,NONTOR
10040095,10039303,10040095,10039303,NONTOR
10038921,10039891,10038921,10039891,NONTOR
32,9,37042,40973,NONTOR
959648,957101,961123,963405,NONTOR
20,10,42975,39849,NONTOR
10039351,10039418,10039351,10039418,NONTOR
10039307,10039364,10039307,10039364,NONTOR
959319,958803,961103,961797,NONTOR
141,12,30961,45182,NONTOR
10038549,10038340,10038549,10038340,NONTOR
959533,958974,961730,961650,NONTOR
10038351,10038499,10038351,10038499,NONTOR
10038835,10038992,10038835,10038992,NONTOR
959490,959078,961282,961103,NONTOR
28,22,27673,45918,NONTOR
959469,959576,960630,960433,NONTOR
17,18,31083,43113,NONTOR
10039128,10039214,10039128,10039214,NONTOR
10038452,10038551,10038452,10038551,NONTOR
959715,958474,961181,961724,NONTOR
7,9,26746,38219,NONTOR
10038964,10038322,10038964,10038322,NONTOR
33,23,27099,41781,NONTOR
10038549,10038561,10038549,10038561,NONTOR
10039463,10039477,10039463,10039477,NONTOR
9,21,26723,36038,NONTOR
959873,958782,961635,962430,NONTOR
18,8,47480,41373,NONTOR
959664,959675,960977,961847,NONTOR
10039279,10039654,10039279,10039654,NONTOR
25,19,42687,43246,NONTOR
959316,958561,961733,961644,NONTOR
10038844,10038740,10038844,10038740,NONTOR
10039833,10040053,10039833,10040053,NONTOR
23,12,34622,49096,NONTOR
959545,958753,961084,962358,NONTOR
10038423,10039267,10038423,10039267,NONTOR
10039344,10039074,10039344,10039074,NONTOR
19,15,44377,39179,NONTOR
16,14,26262,42020,NONTOR
959537,959080,961047,961207,NONTOR
10038938,10038899,10038938,10038899,NONTOR
10039715,10039313,10039715,10039313,NONTOR
37,18,25627,41907,NONTOR
959661,958880,961101,961039,NONTOR
10038204,10038275,10038204,10038275,NONTOR
586,24,35664,41361,NONTOR
959404,958920,961639,961574,NONTOR
10038798,10038674,10038798,10038674,NONTOR
22,17,46466,50711,NONTOR
959348,958905,961695,962139,NONTOR
959340,958234,961579,961672,NONTOR
10038629,10038522,10038629,10038522,NONTOR
10038423,10038764,10038423,10038764,NONTOR
43,14,47936,49126,NONTOR
959424,958727,960932,1921156,NONTOR
10038774,10038639,10038774,10038639,NONTOR
10039552,10039685,10039552,10039685,NONTOR
959966,959300,961138,962077,NONTOR
10040005,10039825,10040005,10039825,NONTOR
10039782,10039849,10039782,10039849,NONTOR
959417,958710,960919,962385,NONTOR
27,9,38726,40997,NONTOR
10038528,10038510,10038528,10038510,NONTOR
10039456,10040273,10039456,10040273,NONTOR
959360,958545,962900,962677,NONTOR
20,9,40381,38679,NONTOR
959365,958346,961316,962342,NONTOR
10039178,10039274,10039178,10039274,NONTOR
10039208,10039368,10039208,10039368,NONTOR
41,16,55536,42996,NONTOR
959269,959231,961570,962450,NONTOR
10039459,10039477,10039459,10039477,NONTOR
10040428,10041167,10040428,10041167,NONTOR
13,12,53762,37803,NONTOR
959340,959572,961458,962616,NONTOR
21,12,24571,42910,NONTOR
10039127,10039132,10039127,10039132,NONTOR
10039051,10038954,10039051,10038954,NONTOR
959245,958824,961117,961265,NONTOR
56,13,26268,41228,NONTOR
959508,957690,961573,961986,NONTOR
10038477,10038586,10038477,10038586,NONTOR
49,8,29367,41282,NONTOR
959315,951206,961872,967768,NONTOR
10038861,10038966,10038861,10038966,NONTOR
31,12,24278,33860,NONTOR
10039201,10039442,10039201,10039442,NONTOR
959357,959126,961643,961847,NONTOR
10038872,10039337,10038872,10039337,NONTOR
10039487,10039384,10039487,10039384,NONTOR
959521,957970,961206,962947,NONTOR
19,6,31170,39257,NONTOR
959502,959259,961193,961877,NONTOR
10039355,10039569,10039355,10039569,NONTOR
10038887,10038873,10038887,10038873,NONTOR
959216,958970,960984,961233,NONTOR
40,9,28279,45870,NONTOR
10039318,10039343,10039318,10039343,NONTOR
10039272,10039355,10039272,10039355,NONTOR
959428,959435,961723,961782,NONTOR
29,5,27898,42506,NONTOR
10040303,10040008,10040303,10040008,NONTOR
959582,958704,1008849,1007125,NONTOR
35,17,71387,41472,NONTOR
959602,959036,961334,961960,NONTOR
10039200,10039248,10039200,10039248,NONTOR
10038989,10038927,10038989,10038927,NONTOR
37,9,59493,40122,NONTOR
959750,958064,971466,970548,NONTOR
10039643,10039789,10039643,10039789,NONTOR
10039338,10039362,10039338,10039362,NONTOR
959669,958655,960936,960912,NONTOR
36,11,40156,54072,NONTOR
10039582,10039622,10039582,10039622,NONTOR
959555,958572,961481,961504,NONTOR
10038968,10038939,10038968,10038939,NONTOR
959363,958781,961314,962109,NONTOR
48,28,24142,37110,NONTOR
959327,958642,961913,1922353,NONTOR
27,20,24314,33551,NONTOR
10039484,10040025,10039484,10040025,NONTOR
10039341,10040352,10039341,10040352,NONTOR
959474,959011,960961,961204,NONTOR
30,15,23980,48344,NONTOR
10039205,10039215,10039205,10039215,NONTOR
959393,959009,962023,961697,NONTOR
28,9,24163,63805,NONTOR
10039218,10039234,10039218,10039234,NONTOR
10038521,10038540,10038521,10038540,NONTOR
959333,958235,961390,961693,NONTOR
24,25,24529,43152,NONTOR
959235,959224,961347,961705,NONTOR
12,31,49996,42471,NONTOR
10038737,10038921,10038737,10038921,NONTOR
10039477,10039461,10039477,10039461,NONTOR
29,10,43291,54975,NONTOR
10039566,10039593,10039566,10039593,NONTOR
10039644,10039671,10039644,10039671,NONTOR
959280,951872,961807,968186,NONTOR
30,30,49271,43298,NONTOR
10039052,10039267,10039052,10039267,NONTOR
959346,956313,961782,964779,NONTOR
53,14,36680,35325,NONTOR
959552,958488,961147,961600,NONTOR
33,6,24258,41330,NONTOR
10039548,10039447,10039548,10039447,NONTOR
959243,959035,961503,961938,NONTOR
104,17,24335,55704,NONTOR
10039602,10039508,10039602,10039508,NONTOR
10039077,10039013,10039077,10039013,NONTOR
959458,959015,961191,961916,NONTOR
11,23,25915,40848,NONTOR
45,15,50047,50334,NONTOR
959259,958552,961410,961669,NONTOR
10038262,10038559,10038262,10038559,NONTOR
959348,958250,967551,967186,NONTOR
10039227,10039382,10039227,10039382,NONTOR
19,14,32853,40192,NONTOR
959780,958350,961530,962602,NONTOR
10038804,10038833,10038804,10038833,NONTOR
10039862,10039243,10039862,10039243,NONTOR
13,14,42083,95626,NONTOR
959331,959399,961123,961169,NONTOR
26,23,24651,39001,NONTOR
10038563,10038378,10038563,10038378,NONTOR
10039361,10039455,10039361,10039455,NONTOR
10,9,23996,40752,NONTOR
959380,959268,960734,960881,NONTOR
10038884,10039092,10038884,10039092,NONTOR
10040364,10038765,10040364,10038765,NONTOR
245,39,24191,34513,NONTOR
959488,959411,961268,961616,NONTOR
10038968,10038759,10038968,10038759,NONTOR
10039035,10039185,10039035,10039185,NONTOR
959599,959228,971286,971258,NONTOR
10038638,10038779,10038638,10038779,NONTOR
10038506,10038714,10038506,10038714,NONTOR
959340,959369,960922,960898,NONTOR
23,8,24655,46646,NONTOR
959640,959417,961168,961610,NONTOR
10038227,10038550,10038227,10038550,NONTOR
10038676,10038734,10038676,10038734,NONTOR
40,14,39831,40583,NONTOR
959380,959006,961058,961339,NONTOR
10038214,10038337,10038214,10038337,NONTOR
10039013,10038745,10039013,10038745,NONTOR
13,8,54530,39850,NONTOR
959509,959466,961827,962623,NONTOR
10039039,10039361,10039039,10039361,NONTOR
10038925,10038928,10038925,10038928,NONTOR
959465,958997,961416,961547,NONTOR
10039301,10038753,10039301,10038753,NONTOR
10039683,10040490,10039683,10040490,NONTOR
52,11,30385,40916,NONTOR
959451,959164,961427,961769,NONTOR
10039904,10039329,10039904,10039329,NONTOR
10039632,10039443,10039632,10039443,NONTOR
49,11,24223,36437,NONTOR
959460,959401,961393,961328,NONTOR
960124,960222,961063,960913,NONTOR
10041766,10039950,10041766,10039950,NONTOR
10039059,10038907,10039059,10038907,NONTOR
52,20,122307,655803,NONTOR
-1,-1,-1,-1,NONTOR
10045285,10043158,10045285,10043158,NONTOR
10045345,10043458,10045345,10043458,NONTOR
32,29,32090,66469,NONTOR
14403005,14403331,14403005,14403331,NONTOR
10039078,10039043,10039078,10039043,NONTOR
10039065,10038984,10039065,10038984,NONTOR
45,27,39449,44820,NONTOR
959560,959651,961106,961785,NONTOR
43,47,34885,41555,NONTOR
10038481,10039308,10038481,10039308,NONTOR
10039489,10039478,10039489,10039478,NONTOR
959460,958772,961394,961056,NONTOR
103,34,31682,39765,NONTOR
959561,958575,961310,962440,NONTOR
10039024,10038701,10039024,10038701,NONTOR
47,28,34229,42621,NONTOR
959502,958785,961220,961633,NONTOR
10039438,10039378,10039438,10039378,NONTOR
56,38,30511,41197,NONTOR
959268,958834,961439,961852,NONTOR
42,57,35245,43110,NONTOR
10038670,10038657,10038670,10038657,NONTOR
10039768,10039746,10039768,10039746,NONTOR
959673,958555,961433,961918,NONTOR
41,41,32119,39374,NONTOR
959464,958578,961201,962447,NONTOR
10039529,10039622,10039529,10039622,NONTOR
10039493,10039028,10039493,10039028,NONTOR
472,46,35563,40998,NONTOR
959334,955529,961844,965818,NONTOR
10039691,10039781,10039691,10039781,NONTOR
10038688,10038595,10038688,10038595,NONTOR
54,43,35751,44858,NONTOR
959512,959409,960610,960793,NONTOR
323,20,34773,39745,NONTOR
10039234,10039289,10039234,10039289,NONTOR
10040257,10040161,10040257,10040161,NONTOR
959545,957570,962014,962631,NONTOR
959357,958933,961293,962965,NONTOR
90,41,35365,40193,NONTOR
10038808,10039990,10038808,10039990,NONTOR
10038871,10038934,10038871,10038934,NONTOR
48,36,37717,40911,NONTOR
10039341,10038406,10039341,10038406,NONTOR
10039336,10039314,10039336,10039314,NONTOR
959629,957853,963356,963418,NONTOR
94,31,38476,39028,NONTOR
10038232,10038173,10038232,10038173,NONTOR
10039242,10039268,10039242,10039268,NONTOR
959433,958864,960743,961439,NONTOR
54,31,33661,40753,NONTOR
959591,959123,961050,961882,NONTOR
10038757,10038919,10038757,10038919,NONTOR
10039751,10039845,10039751,10039845,NONTOR
239,33,37407,40849,NONTOR
959287,958679,964789,964829,NONTOR
70,25,32793,43623,NONTOR
10039033,10038876,10039033,10038876,NONTOR
10039956,10039935,10039956,10039935,NONTOR
959441,959464,961614,961840,NONTOR
45,40,30458,39536,NONTOR
10039072,10038949,10039072,10038949,NONTOR
10039450,10039635,10039450,10039635,NONTOR
959459,959130,961378,961609,NONTOR
42,42,34048,40016,NONTOR
959465,954751,961282,965108,NONTOR
10038364,10038616,10038364,10038616,NONTOR
10039397,10039299,10039397,10039299,NONTOR
48,34,37577,38503,NONTOR
959549,959257,961464,962244,NONTOR
57,31,36815,42088,NONTOR
10038968,10039078,10038968,10039078,NONTOR
10039309,10039405,10039309,10039405,NONTOR
959731,959159,961570,962369,NONTOR
36,37,40934,38582,NONTOR
10038784,10038862,10038784,10038862,NONTOR
10039049,10039207,10039049,10039207,NONTOR
959644,959279,961092,961156,NONTOR
63,31,38243,34790,NONTOR
959370,958686,960594,961085,NONTOR
10039448,10039521,10039448,10039521,NONTOR
10039009,10038997,10039009,10038997,NONTOR
10039057,10038379,10039057,10038379,NONTOR
10039531,10039361,10039531,10039361,NONTOR
959200,959115,960858,961687,NONTOR
97,30,38846,38235,NONTOR
10038833,10038967,10038833,10038967,NONTOR
10039995,10040086,10039995,10040086,NONTOR
959527,958714,961007,961047,NONTOR
69,31,41938,33454,NONTOR
10039632,10039213,10039632,10039213,NONTOR
959383,959100,961120,961385,NONTOR
959602,942775,961031,977727,NONTOR
48,20,44363,55807,NONTOR
10039317,10039065,10039317,10039065,NONTOR
10040002,10039560,10040002,10039560,NONTOR
959205,958158,961017,960926,NONTOR
44,41,39082,39098,NONTOR
10038659,10038618,10038659,10038618,NONTOR
10040118,10040308,10040118,10040308,NONTOR
54,30,44476,42513,NONTOR
10039277,10039167,10039277,10039167,NONTOR
10039473,10039336,10039473,10039336,NONTOR
959572,958222,960656,961449,NONTOR
109,37,38159,39112,NONTOR
959298,959774,960796,1919839,NONTOR
34,35,42715,38912,NONTOR
10038281,10038259,10038281,10038259,NONTOR
10039713,10039244,10039713,10039244,NONTOR
959661,959878,961510,961920,NONTOR
74,51,40645,39998,NONTOR
10038648,10038710,10038648,10038710,NONTOR
10040206,10039600,10040206,10039600,NONTOR
959567,959481,970594,970883,NONTOR
67,41,39642,31280,NONTOR
36,28,61540,41669,NONTOR
959372,959378,961821,961698,NONTOR
66,48,41530,43054,NONTOR
10038839,10039637,10038839,10039637,NONTOR
10039858,10039300,10039858,10039300,NONTOR
33,39,39077,40691,NONTOR
959522,959280,961138,965718,NONTOR
10039297,10039358,10039297,10039358,NONTOR
10039837,10039786,10039837,10039786,NONTOR
102,26,36916,42471,NONTOR
959767,959130,960855,960958,NONTOR
10038595,10038798,10038595,10038798,NONTOR
158,24,47959,41716,NONTOR
53,53,42058,40018,NONTOR
959358,959283,964160,964335,NONTOR
10039517,10039377,10039517,10039377,NONTOR
10039453,10039606,10039453,10039606,NONTOR
25,49,38982,46961,NONTOR
959623,958723,961570,962733,NONTOR
10038796,10038552,10038796,10038552,NONTOR
10038775,10038719,10038775,10038719,NONTOR
50,27,45623,50009,NONTOR
959423,953955,961237,966502,NONTOR
10038640,10038804,10038640,10038804,NONTOR
10039303,10039431,10039303,10039431,NONTOR
959632,957910,961452,972984,NONTOR
39,27,49511,32795,NONTOR
10040364,10039691,10040364,10039691,NONTOR
10039269,10039212,10039269,10039212,NONTOR
959411,945400,960865,960601,NONTOR
256,30,42201,39069,NONTOR
959403,958799,961513,962096,NONTOR
10040022,10039942,10040022,10039942,NONTOR
61,26,44367,40396,NONTOR
959365,958640,963983,964126,NONTOR
10038773,10038631,10038773,10038631,NONTOR
10039544,10039594,10039544,10039594,NONTOR
959346,958601,961559,964203,NONTOR
46,36,41693,46400,NONTOR
10039292,10039252,10039292,10039252,NONTOR
10039344,10039411,10039344,10039411,NONTOR
959305,958901,960811,961071,NONTOR
10038878,10038942,10038878,10038942,NONTOR
10038896,10038995,10038896,10038995,NONTOR
49,42,43230,40111,NONTOR
959488,958688,961045,961987,NONTOR
10039051,10039009,10039051,10039009,NONTOR
180,49,39957,40953,NONTOR
959319,959080,960495,961210,NONTOR
44,16,42093,41771,NONTOR
10039993,10038941,10039993,10038941,NONTOR
10038997,10039190,10038997,10039190,NONTOR
959591,959497,961614,961736,NONTOR
47,57,41030,41364,NONTOR
959544,958647,961285,961779,NONTOR
10039261,10039310,10039261,10039310,NONTOR
10040146,10040093,10040146,10040093,NONTOR
50,24,41861,40816,NONTOR
959367,959568,960999,961218,NONTOR
10038660,10038690,10038660,10038690,NONTOR
10039547,10039583,10039547,10039583,NONTOR
-1,-1,-1,-1,NONTOR
10039303,10038539,10039303,10038539,NONTOR
35,27,39608,41215,NONTOR
14403795,14404233,14403795,14404233,NONTOR
10038214,10038179,10038214,10038179,NONTOR
10038211,10038259,10038211,10038259,NONTOR
58,19,38677,41737,NONTOR
959118,958669,961357,961468,NONTOR
35,26,35232,40326,NONTOR
10038935,10038433,10038935,10038433,NONTOR
10038996,10038456,10038996,10038456,NONTOR
959336,957788,961347,962498,NONTOR
959660,959242,960995,961738,NONTOR
10038392,10038415,10038392,10038415,NONTOR
10038390,10038316,10038390,10038316,NONTOR
959522,959460,960856,960845,NONTOR
10038201,10038219,10038201,10038219,NONTOR
10038189,10038563,10038189,10038563,NONTOR
959536,958896,961918,962393,NONTOR
39,17,35647,42026,NONTOR
10038478,10038537,10038478,10038537,NONTOR
10038501,10038680,10038501,10038680,NONTOR
959160,959366,961240,961077,NONTOR
10038666,10038713,10038666,10038713,NONTOR
10038613,10038645,10038613,10038645,NONTOR
26,18,46855,39789,NONTOR
959504,959184,961956,961430,NONTOR
10038771,10038837,10038771,10038837,NONTOR
10038775,10038516,10038775,10038516,NONTOR
31,18,33667,46933,NONTOR
959303,958263,960889,961870,NONTOR
87,21,29704,40736,NONTOR
10039073,10039090,10039073,10039090,NONTOR
10040129,10039533,10040129,10039533,NONTOR
959307,958715,961152,961164,NONTOR
59,26,34810,39843,NONTOR
10038881,10038622,10038881,10038622,NONTOR
10038822,10038822,10038822,10038822,NONTOR
959579,954845,960488,964476,NONTOR
519,23,37204,42835,NONTOR
959280,957813,961297,962800,NONTOR
10039410,10039393,10039410,10039393,NONTOR
10039478,10039390,10039478,10039390,NONTOR
89,28,31281,38745,NONTOR
29,32,30661,33957,NONTOR
10037962,10037665,10037962,10037665,NONTOR
10037955,10037645,10037955,10037645,NONTOR
194,19,30705,41014,NONTOR
10038946,10038905,10038946,10038905,NONTOR
10038948,10038908,10038948,10038908,NONTOR
959450,959356,961273,961588,NONTOR
34,22,51982,40825,NONTOR
959237,958414,960853,961932,NONTOR
10039252,10038592,10039252,10038592,NONTOR
10039257,10038681,10039257,10038681,NONTOR
101,26,30331,39674,NONTOR
959480,959527,961072,961017,NONTOR
10038381,10037771,10038381,10037771,NONTOR
10038395,10037610,10038395,10037610,NONTOR
959378,959062,960759,961025,NONTOR
10038332,10038205,10038332,10038205,NONTOR
959381,959419,961165,961619,NONTOR
28,14,29803,48902,NONTOR
959368,959231,961181,961254,NONTOR
10037934,10038000,10037934,10038000,NONTOR
10037965,10037965,10037965,10037965,NONTOR
32,18,31415,44701,NONTOR
959271,958842,961813,961910,NONTOR
62,16,32010,44040,NONTOR
10038347,10038297,10038347,10038297,NONTOR
10038349,10038377,10038349,10038377,NONTOR
959586,958657,960947,962978,NONTOR
64,16,30929,40335,NONTOR
10039738,10038914,10039738,10038914,NONTOR
10039807,10039063,10039807,10039063,NONTOR
959191,938519,961812,980553,NONTOR
32,24,31189,41132,NONTOR
10038441,10038513,10038441,10038513,NONTOR
10038435,10038417,10038435,10038417,NONTOR
181,23,36376,42517,NONTOR
959530,958672,961025,961572,NONTOR
69,26,31211,42999,NONTOR
10038602,10038811,10038602,10038811,NONTOR
10038663,10038803,10038663,10038803,NONTOR
959299,957450,960492,961839,NONTOR
48,26,26528,39943,NONTOR
10038571,10038558,10038571,10038558,NONTOR
10038598,10038436,10038598,10038436,NONTOR
959630,958147,961131,963419,NONTOR
10038836,10038719,10038836,10038719,NONTOR
959704,959533,962266,961715,NONTOR
959413,957743,961707,962060,NONTOR
10038786,10038871,10038786,10038871,NONTOR
10039898,10039122,10039898,10039122,NONTOR
959472,958778,960651,961849,NONTOR
10038490,10038513,10038490,10038513,NONTOR
10038455,10038499,10038455,10038499,NONTOR
959391,958804,961216,961237,NONTOR
122,27,29773,50589,NONTOR
10038305,10039171,10038305,10039171,NONTOR
10038374,10039155,10038374,10039155,NONTOR
959606,955188,961885,963710,NONTOR
30,25,39038,40801,NONTOR
959300,958320,961643,961736,NONTOR
24,23,32029,41113,NONTOR
10037918,10037778,10037918,10037778,NONTOR
10037980,10037990,10037980,10037990,NONTOR
10038446,10038480,10038446,10038480,NONTOR
10038494,10038396,10038494,10038396,NONTOR
959329,959300,960923,961834,NONTOR
75,21,34397,38922,NONTOR
10038246,10038315,10038246,10038315,NONTOR
10038271,10038211,10038271,10038211,NONTOR
959260,958606,961329,962100,NONTOR
346,30,32208,60959,NONTOR
959621,959571,961830,961908,NONTOR
10038554,10038628,10038554,10038628,NONTOR
10038549,10038486,10038549,10038486,NONTOR
959394,955143,961360,966059,NONTOR
10038996,10039143,10038996,10039143,NONTOR
10039999,10039451,10039999,10039451,NONTOR
959403,959230,961334,961044,NONTOR
10039079,10039185,10039079,10039185,NONTOR
39,22,43917,41091,NONTOR
